  ENGINE ID =           5
  FOLLOWING ETA RELATED ITEMS USE A MAP (EBD MODE) ESTIMATED ETA

 ##ID  ETA_SEQ     ETA_VAL         ETA_SE         OMEGA_SD      ETA_SE/OMEGA_SD SHRINK_SUB_VAR  SHRINK_SUB_SD
    1    1       -0.015714        0.252557        0.269337        0.937702        0.879284        0.652559
    2    1        0.124038        0.212552        0.269337        0.789169        0.622787        0.385824
    3    1       -0.000738        0.239620        0.269337        0.889666        0.791506        0.543388
    4    1        0.071586        0.210803        0.269337        0.782675        0.612580        0.377569
    5    1        0.016355        0.240741        0.269337        0.893829        0.798930        0.551592
    6    1       -0.054231        0.257023        0.269337        0.954282        0.910653        0.701091
    7    1       -0.070215        0.233750        0.269337        0.867875        0.753207        0.503217
    8    1       -0.025536        0.248126        0.269337        0.921250        0.848702        0.611029
    9    1       -0.086822        0.247402        0.269337        0.918562        0.843757        0.604724
   10    1       -0.038090        0.256259        0.269337        0.951447        0.905251        0.692187
   11    1       -0.091303        0.234783        0.269337        0.871707        0.759874        0.509973
   12    1       -0.060173        0.226342        0.269337        0.840368        0.706219        0.457984
   13    1        0.142609        0.245131        0.269337        0.910128        0.828333        0.585673
   14    1       -0.091574        0.230389        0.269337        0.855396        0.731702        0.482025
   15    1       -0.143336        0.220286        0.269337        0.817884        0.668934        0.424616
   16    1        0.298908        0.206963        0.269337        0.768417        0.590465        0.360051
   17    1        0.202109        0.232980        0.269337        0.865016        0.748252        0.498255
   18    1        0.155339        0.212619        0.269337        0.789417        0.623179        0.386143
   19    1       -0.029709        0.252908        0.269337        0.939002        0.881725        0.656088
   20    1        0.188197        0.208357        0.269337        0.773593        0.598446        0.366317
   21    1       -0.106706        0.249299        0.269337        0.925606        0.856746        0.621511
   22    1        0.097767        0.243395        0.269337        0.903684        0.816644        0.571799
   23    1       -0.028641        0.249569        0.269337        0.926607        0.858600        0.623968
   24    1        0.000591        0.237615        0.269337        0.882223        0.778318        0.529169
   25    1       -0.110601        0.207399        0.269337        0.770038        0.592958        0.362002
   26    1        0.138217        0.203903        0.269337        0.757057        0.573135        0.346651
   27    1       -0.039773        0.205660        0.269337        0.763582        0.583057        0.354289
   28    1       -0.022610        0.224667        0.269337        0.834151        0.695809        0.448465
   29    1       -0.029268        0.250369        0.269337        0.929578        0.864115        0.631374
   30    1       -0.115188        0.227414        0.269337        0.844349        0.712925        0.464206
   31    1       -0.055174        0.248608        0.269337        0.923038        0.852000        0.615292
   32    1        0.096897        0.243265        0.269337        0.903202        0.815773        0.570784
   33    1        0.033760        0.245910        0.269337        0.913022        0.833610        0.592090
   34    1        0.011308        0.228030        0.269337        0.846636        0.716793        0.467828
   35    1        0.065057        0.233136        0.269337        0.865592        0.749250        0.499250
   36    1       -0.023700        0.182623        0.269337        0.678046        0.459747        0.264981
   37    1       -0.058073        0.237362        0.269337        0.881283        0.776659        0.527410
   38    1       -0.041277        0.240115        0.269337        0.891507        0.794785        0.546993
   39    1       -0.110318        0.244659        0.269337        0.908377        0.825150        0.581849
